code
005930
017670
005490
030200
015760
005380
016360
055550
000270
012330
006400
009150
066570
036460
004020
003550
078930
033780
009540
086790
096770
001040
034220
105560
051910
006800
042670
000660
006360
139480
161390
035420
003490
032640
010950
010130
024110
001680
047050
034020
023530
011170
032830
010140
029780
012450
036570
000080
071050
047810
000720
011210
008770
035250
138930
139130
114090
001120
011070
005940
010060
034730
001740
011780
002350
018260
090430
030000
028260
000880
088350
009830
086280
010620
001450
035720
034230
046890
069080
096530
022100
068270
122870
051900
002790
000810
008930
021240
128940
018880
027410
005830
097950
009240
002380
007070
012750
000100
051600
069960
079160
004370
079550
204320
004170
161890
111770
008560
006650
192820
108670
023590
039130
086900
078340
035760
056190
241560
017800
105630
240810
001060
053800
091700
041510
251270
091990
003670
003520
178920
316140
294870
020150
009420
035900
003410
028670
011790
000990
093370
218410
005290
033640
090460
375500
207940
028050
272210
003850
293490
247540
253450
278280
200130
036540
060250
000250
373220
323410
377300
259960
302440
011200
361610
352820
329180
402340
326030
383220
267250
271560
138040
263750
066970
112040
196170
058470
